Tipo de domicilio,Tipo de vialidad,Nombre de vialidad,Número exterior,Número interior,Tipo de asentamiento humano,Nombre del asentamiento humano,Código Postal,Nombre de la localidad,Nombre del Municipio o Delegación,Nombre del Estado o el Distrito Federal,Vialidad posterior (opcional),Descripción de ubicación (opcional),Latitud,Longitud,Horario de atención inicio,Horario de atención término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Horario de recepción inicio,Horario de recepción término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Horario de entrega inicio,Horario de término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Todos los trámites
UMF      21 SAMAHIL,Calle,Calle 18,S/N,,,,97810,Samahil, Yucatán, Yucatán,,,20.8831508,-89.8890512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  8   HOPELCHEN,Calle,Calle 18 ,"86 ""A"" ",,,Col. Centro ,24600,Hopelchen, Campeche,Campeche,,,18.6494122,-91.7925701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       14 KANASÍN,Calle,Calle 19,S/N,,,Carretera Acanceh,97370,Kanasín, Yucatán, Yucatán,,,20.9359381,-89.559122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       3 GUADALUPE,Calle,Calle 1910 ,123,,,Col. Centro ,98600,Guadalupe, Zacatecas, Zacatecas,,,22.7445493,-102.512675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       16 ALTAMIRA,Calle,Calle 2 ,S/N,,,Col. Monte Alto,64360,Altamira,Tamaulipas,Tamaulipas,,,25.7342736,-100.397013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH     16 TECAMACHALCO,Calle,Calle 2 Sur ,"906, ",,,"Col. Barrio San Nicolás , ",75482,Tecamachalco, Puebla,Puebla,,,-16.529271,-68.0854616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   4   TENOSIQUE,Calle,Calle 20,S/N,,,Col. Centro ,86900,Tenosique, Tabasco,Tabasco,,,17.4586069,-91.4437032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       41 ACANCEH,Calle,Calle 21 ,177,,,,97380, Acanceh, Yucatán, Yucatán,,,20.8125618,-89.4506697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      49 TIXKOKOB,Calle,Calle 21 ,50 X  23 ,,,Col. Centro ,97470,Tixkokob, Yucatán, Yucatán,,,21.0015893,-89.3864417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  29  CHIHUAHUA,Calle,Calle 22,S/N,,,Col. Bellavista,,,,Chihuahua,,,25.5365062,-103.4247538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      60 MÉRIDA,Calle,Calle 22 ,397,,,Col. Xoclán ,97246,Mérida, Yucatán, Yucatán,,,20.9634584,-89.6782499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       13 CHUBURNÁ,Calle,Calle 22 X 19  ,S/N,,,Col. Chuburná de Hidalgo ,97200,Mérida, Yucatán, Yucatán,,,4.2989348,-74.8020693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  5   ESCARCEGA,Calle,Calle 23,S/N,,,Col. Centro ,24350,Escárcega, Campeche,Campeche,,,18.6056927,-90.740207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      31    IZAMAL,Calle,Calle 24 ,313 X 37 ,,,Col. San Marcos ,97540,Izamal, Yucatán, Yucatán,,,20.934548,-89.018234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   3 MOTUL,Calle,Calle 26 ,319,,,Col. Felipe Carrillo Puerto ,97430,Motul, Yucatán, Yucatán,,,21.100241,-89.277527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       2 PROGRESO,Calle,Calle 27 ,129 x 27 y,,,Col. Centro ,97320,Progreso, Yucatán, Yucatán,,,21.2811908,-89.6651628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       50 CONKAL,Calle,Calle 29,205,,,,97345,Conkal, Yucatán, Yucatán,,,21.0751632,-89.5167298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   46 UMÁN,Calle,Calle 29 ,116 x 18 y,,,Col. Centro ,97390,Umán, Yucatán, Yucatán,,,20.8878393,-89.7480635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       185 L CARTAGENA,Calle,Calle 3 Eje 7,S/N,,,Col. Lomas de Cartagena,,,, Edo. México Oriente,,,10.41373,-75.5335769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       8 TZUCACAB,Calle,Calle 31 ,104 x 32 y,,,Col. Centro ,97960,Tzucacab, Yucatán, Yucatán,,,20.0715949,-89.0495866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       19 HUNUCMÁ,Calle,Calle 31 ,280,,,Carretera Mérida- Sisal,97350,Hunucmá, Yucatán, Yucatán,,,21.0161884,-89.8738987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   7   PLUTARCO ELIAS,Calle,Calle 4,S/N,,,Col. Plutarco Elías Calles ,86500,Plan Chontalpa,Tabasco,Tabasco,,,18.0066794,-93.3744927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   26 TUXPAN,Calle,Calle 4,S/N,,,"Col. Fco. Cruz, ",92830,Tuxpan Norte, Veracruz Norte, Veracruz Norte,,,20.9551068,-97.3916262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      23 CIVAC,Calle,Calle 40 Norte ,S/N,,,Col. Centro,,,,Morelos,,,20.9827494,-89.6079489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF   4 CD. CARMEN,Calle,Calle 41,B,,,Col. Centro ,24100,Ciudad del Carmen, Campeche,Campeche,,,18.2666669,-91.8000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       4 VALLADOLID,Calle,Calle 41 ,256,,,Col. Bacalar ,97780, Valladolid, Yucatán, Yucatán,,,20.6886097,-88.1997174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      55 TEKAX,Calle,Calle 43 ,245,,,,97970,Tekax, Yucatán, Yucatán,,,20.2022989,-89.2877881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   5 TIZIMÍN,Calle,Calle 47 x 43 ,S/N,,,Col. Centro ,97700,Tizimín, Yucatán, Yucatán,,,21.1454686,-88.1496087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       3 SAN FELIPE HUEYOTLIPAN,Calle,Calle 5 de Febrero Oriente ,"206, ",,,Col. San Felipe Hueyotlipan ,72030,Puebla, Puebla,Puebla,,,19.0532365,-98.1973133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   42 CASAS GRANDES,Calle,Calle 5 de Mayo,S/N,,,,,,,Chihuahua,,,22.7532234,-102.5169845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      59 MÉRIDA,Calle,Calle 55 ,726,,,Fracc. Del Parque,97167,Mérida, Yucatán, Yucatán,,,20.9699587,-89.5861973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      52 COSOLEACAQUE,Calle,Calle 6 ,S/N,,,Col. El Naranjito ,96340,Minatitlan Sur, Veracruz Sur, Veracruz Sur,,,17.9952778,-94.6369444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      18 C. MILITAR,Calle,Calle 600 ,S/N,,,Col. Militar   ,85515,San Ignacio, Sonora,Sonora,,,27.421862,-110.2459894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   6  F.CARRILLO PUERTO,Calle,Calle 61 ,476,,,Col. Centro ,77200,Felipe Carrillo Puerto, Quintana Roo,Quintana Roo,,,20.9643972,-89.6060475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      52 MÉRIDA,Calle,Calle 64 ,491 X 59 ,,,Col. Centro ,97000,Mérida, Yucatán, Yucatán,,,20.9647696,-89.6264501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      56 MÉRIDA,Calle,Calle 65 ,403 X 44 y,,,Col. Centro ,97000,Mérida, Yucatán, Yucatán,,,20.9668005,-89.6382701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      57 MÉRIDA,Calle,Calle 7 ,247 X 38 y,,,Col. Pensiones ,97219,Mérida, Yucatán, Yucatán,,,20.9780782,-89.6829842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      31 GUEMEZ,Calle,Calle 7 y Juárez Esquina ,2,,,Col. Zona Centro ,87230,G?ºemez, Tamaulipas,Tamaulipas,,,23.9187134,-99.0055801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH  5 EL SALTO,Calle,Calle 700 ,788,,,Col. Centro ,45680,El Salto, Jalisco,Jalisco,,,20.518741,-103.177988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  57 DELICIAS,Calle,Calle 7a.,S/N,,,Col Centro,,,,Chihuahua,,,15.4059449,-87.8098597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      20 CAUCEL,Calle,Calle 80 ,673,,,Complejo Habitacional,,Ciudad Caucel,, Yucatán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  2   MANZANILLO,Calle,Calle 9,S/N,,,Unidad Habitacional Padre Hidalgo,28200,Manzanillo, Colima,Colima,,,19.0505389,-104.3171324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  17 ROSARITO,Calle,Calle Acacias,19,,,Zona Centro,22710,Tijuana, Baja California Norte,Baja California,,,32.3419598,-117.0542827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      59 HUIMILPAN,Calle,Calle Aldama ,211,,,Col.  ,76950,Huimilpan, Querétaro,Querétaro,,,20.3736714,-100.2746876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      87 OZUMBA,Calle,Calle Alfredo Del Mazo ,S/N,,,,,,, Edo. México Oriente,,,19.9111408,-100.0090536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  40 SN.JUAN  RIO,Calle,Calle Allende,S/N,,,,34490,San Juan del Río, Durango,Durango,,,24.7825839,-104.4575171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      83 CHICOLOAPAN,Calle,Calle Anenecuilco,S/N,,,Col. Emiliano zapata,,,, Edo. México Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       243 V.VICTORIA,Calle,Calle Ángela Peralta,S/N,,,Col. Centro ,50600,El Oro, Edo. de Méx. Poniente, Edo. México Poniente,,,19.802839,-100.138199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       2 XOCHITEPEC,Calle,Calle Argentina,S/N,,,Col. Centro,,,,Morelos,,,13.9994862,-89.5510009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      38 TAMPICO,Calle,Calle Argentina y Canadá ,107,,,Col. Infonavit ,89310,Tampico, Tamaulipas,Tamaulipas,,,22.2944797,-97.8534153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  48 NAZAS,Calle,Calle Arroyo la Máquina,S/N,,,,35700,Nazas, Durango,Durango,,,25.2339934,-104.1191066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      39 ZACATLAN,Calle,Calle Canutillas,S/N,,,"Col. El Fresno,  ",73310,Zacatlán, Puebla,Puebla,,,19.9205884,-97.968141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       193 CHALCO,Calle,Calle Casco de San Juan,S/N,,,Col. San Juan,,,, Edo. México Oriente,,,9.9208154,-67.3502013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      189 CHIMALHUACAN,Calle,Calle Cehuán,S/N,,,Col. El Castillo,,Barrio Talladores,, Edo. México Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  18 TIJUANA,Calle,Calle Circuito de los Carlos,S/N,,,,,Tijuana, Baja California Norte,Baja California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      63 S.ILDEFONSO,Calle,Calle Corregidora ,1,,,Col. Progreso Industrial ,54460,Villa Nicolás Romero, Edo. de Méx. Poniente, Edo. México Poniente,,,19.6211036,-99.3103372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  17  S.CRISTOBAL,Calle,Calle Diagonal Centenarios,S/N,,,Col. Centro ,29240,San Cristóbal de las Casas, Chiapas,Chiapas,,,16.7370359,-92.6376186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  58  CHIHUAHUA,Calle,Calle el Saucito,S/N,,,Fracc. Mezquite,,,,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  14 VALLE GUADALUPE,Calle,Calle Emiliano Zapata,S/N,,,Ejido El Porvenir,22750,Ensenada, Baja California Norte,Baja California,,,31.859577,-116.606428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  89 OTUMBA,Calle,Calle Eugenio Montaño,S/N,,,Col. Centro,,,, Edo. México Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      72 HIDALGO,Calle,Calle Fco. I. Madero   ,40,,,Zona Centro,,,,Tamaulipas,,,19.2430065,-103.7271403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   54 EMPALME,Calle,Calle Ferrocarril,S/N,,,col. Moderna ,,,,Sonora,,,25.5416886,-103.4658105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   192 ATIZAPAN,Calle,Calle Francisco Barrera,S/N,,,Col. Ampliación La Higuera ,52940,Atizapán de Zaragoza, Edo. de Méx. Poniente, Edo. México Poniente,,,19.5876954,-99.2643534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  16  LA BOCANA,Calle,Calle Fundadores,S/N,,,,23960,La Bocana, Baja California Sur,Baja California Sur,,,26.8916667,-111.9808333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGPMF 31 MEXICALI,Calle,Calle G.,S/N,,,Col. Nueva ,21100,Mexicali, Baja California Norte,Baja California,,,32.6630245,-115.4664211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    24 CD. MANTE,Calle,Calle Guayalejo ,S/N,,,Col Centro,,,,Tamaulipas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    47 SAN MIGUEL XOXTLA,Calle,Calle Guillermo Prieto ,S/N,,,,72620,San Miguel Xoxtla, Puebla,Puebla,,,19.1669422,-98.3072771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    21 NVA.CD.GUERRERO,Calle,Calle Hidalgo ,1103,,,Col.  ,88370,Nueva Ciudad Guerrero, Tamaulipas,Tamaulipas,,,16.8672085,-99.8140238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 15 PETATLAN,Calle,Calle Independencia,S/N,,,Col. Ordaz  ,40830,Petatlán, Guerrero,Guerrero,,,17.5383333,-101.2738889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      65 CONGREGACION,Calle,Calle Independencia ,809,,,Col.  ,96380,Coatzacoalcos Sur, Veracruz Sur, Veracruz Sur,,,18.145283,-94.4354431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      30 VILLA ALDAMA,Calle,Calle Independencia Esq. Con Pedro J. Méndez ,313,,,Col. Est. Cuauhtémoc ,89670,Aldama, Tamaulipas,Tamaulipas,,,22.9326694,-98.076637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    34 E. MARMOL,Calle,Calle Internacional México,S/N,,,Col. Estación Mármol ,82220,Estación Mármol , Sinaloa,Sinaloa,,,29.0282384,-104.6560377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     50 ACATLAN OSORIO,Calle,Calle Joaquín Osorio,S/N,,,Col. Barrio de la Palma ,74920,Acatlán de Osorio, Puebla,Puebla,,,18.2389052,-97.9755061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     13 PASO DEL MACHO,Calle,Calle Jobo Camino a Camarón ,S/N,,,Col.  ,94970,Paso del Macho Sur, Veracruz Sur, Veracruz Sur,,,18.9713399,-96.7229403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      22 TEZIUTLAN,Calle,Calle Jovito de la Calleja,S/N,,,Unidad Habitacional Fresnillo,72887,eziutlán, Puebla,Puebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      18 VALLE HERMOSO,Calle,Calle Juárez,S/N,,,Col. Zona Centro ,87500,Valle Hermoso, Tamaulipas,Tamaulipas,,,25.6743205,-97.8158678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  25 ENSENADA,Calle,Calle Junípero Serra,S/N,,,Col. Maestros ,22840,Ensenada, Baja California Norte,Baja California,,,31.7985464,-116.5912113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      14 BACOBAMPO,Calle,Calle Lázaro Cárdenas e,S/N,,,,,,,Sonora,,,18.9258903,-99.1793576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  52 NOMBRE DE DIOS,Calle,Calle Leandro Fernández ,208,,,,,,,Durango,,,40.442547,-3.3159687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  47 CD.JUAREZ,Calle,Calle Libertad,2110,,,Col Chabeña,,,,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      20 C.CAMARGO,Calle,Calle Libertad ,S/N,,,Col. Zona Centro ,88440,Camargo, Tamaulipas,Tamaulipas,,,26.310459,-98.838173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      35 NVO. MORELOS,Calle,Calle Magnate ,50,,,Col. Anáhuac ,89970,Nuevo Morelos, Tamaulipas,Tamaulipas,,,22.5357557,-99.2192319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      16 TEMIXCO,Calle,Calle Margaritas,S/N,,,Col. Centro,,,,Morelos,,,25.5298095,-103.4232194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      22 CD. MIER,Calle,Calle Marroquín ,402,,,Col. Zona Centro ,88400,Ciudad Mier, Tamaulipas,Tamaulipas,,,26.2245016,-98.593741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  68 BOLAÑOS,Calle,Calle Menores ,S/N,,,Col. Centro ,46130,Bolaños, Jalisco,Jalisco,,,21.8304274,-103.7794821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 79 PIEDRAS NEGRAS,Calle,Calle México ,707,,,Col. Roma ,26025,Piedras Negras, Coahuila,Coahuila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  25 OMETEPEC,Calle,Calle Miguel Hidalgo,S/N,,,,41700,Ometepec, Guerrero,Guerrero,,,16.6899018,-98.4031745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      38 PALMAR DE BRAVO,Calle,Calle Nicolás Bravo,1,,,Col. Centro,75500,Palmar de Bravo, Puebla,Puebla,,,19.2328394,-99.5930324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      58 E. MONTES,Calle,Calle Niños Héroes,S/N,,,Col.  ,76650,Ezequiel Montes, Querétaro,Querétaro,,,20.6713387,-99.8962279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      18 E. ZAPATA,Calle,Calle No Reelección entre ex Hacienda ,46,,,Col. Centro,,,,Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       2 RIO BLANCO,Calle,Calle Oaxaca ,S/N,,,Col.  ,94730,Río Blanco Sur, Veracruz Sur, Veracruz Sur,,,18.8402775,-97.1386299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  44  E.JUAREZ,Calle,Calle Olimpiada 68,S/N,,,Col. San Juanito ,29510,Estación Juárez, Chiapas,Chiapas,,,17.6069855,-93.192485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  23 CHILAPA,Calle,Calle Orquídea,S/N,,,Col. Centro ,41100,Chilapa, Guerrero,Guerrero,,,17.59629,-99.1770559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     37 CD. CUAUHTEMOC,Calle,Calle Pablo A. Gutiérrez,S/N,,,Col. Zona Centro ,92030,Cuauhtémoc,Tamaulipas,Tamaulipas,,,22.1812399,-97.8348921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      19 TEPOZTLAN,Calle,Calle Paraíso,24,,,Barrio San Miguel,,,,Morelos,,,13.4735606,-88.1953805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    38  VILLAHERMOSA,Calle,Calle Paraíso,S/N,,,Col. Electricistas ,86030,Villahermosa , Tabasco,Tabasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    191 ECATEPEC,Calle,Calle Pino,S/N,,,Col. La Mora,,,, Edo. México Oriente,,,19.5728791,-99.0238321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  31 ZIMAPAN,Calle,Calle Preparatoria ,5,,,Col. Cerrito Romero ,42330,Zimapán, Hidalgo,Hidalgo,,,20.7366982,-99.3824614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      27 POTAM,Calle,Calle Principal,S/N,,,Col.  ,85513,Guaymas, Sonora,Sonora,,,27.928796,-110.888796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   12 POTRERO,Calle,Calle Principal,S/N,,,Col.  ,94960,Potrero Sur, Veracruz Sur, Veracruz Sur,,,18.9700367,-96.7747664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      66 MACONI,Calle,Calle Principal ,S/N,,,Col.  ,,Cadereyta , Querétaro,Querétaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     62 MEDIAS AGUAS,Calle,Calle Principal ,S/N,,,Col.  ,96158,Medias Aguas Sur, Veracruz Sur, Veracruz Sur,,,17.8814242,-94.9584672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  14  I. PUJILTIC,Calle,Calle Principal al Ingenio,S/N,,,Col. Centro ,30310,Ingenio Pujiltic, Chiapas,Chiapas,,,19.4839785,-70.6931742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      26 YAVAROS,Calle,Calle Principal del Puerto ,S/N,,,Col.  ,85251,Huatabampo, Sonora,Sonora,,,26.8139047,-109.6082541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      86 IXTAPALUCA,Calle,Calle Progreso,S/N,,,Col. Centro,,,, Edo. México Oriente,,,19.6332334,-98.909019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   4 SAN CARLOS,Calle,Calle Puerto La Paz,S/N,,,Col. Centro ,23740,Puerto San Carlos, Baja California Sur,Baja California Sur,,,26.0707889,-111.8442001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  19 TIJUANA,Calle,Calle Quinta,1111,,,Zona Centro,22200,Tijuana, Baja California Norte,Baja California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      15 CASASANO,Calle,Calle Reforma ,1,,,,,,,Morelos,,,39.4719942,-0.7185126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  26  MEXICALI,Calle,Calle Rio Loreto,S/N,,,Col. Lázaro Cárdenas ,21370,Mexicali, Baja California Norte,Baja California,,,32.6524775,-115.4199656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 80  TORREON,Calle,Calle Rodríguez Sur ,351,,,Col. Zona Centro ,27000,Torreón, Coahuila,Coahuila,,,25.5712973,-103.4328064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  179 LAS PAROTAS,Calle,Calle Sagitario ,No.206 ,,,Col. Almar del Progreso,,,,Jalisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  7 TIERRA COLORADA,Calle,Calle Salida a Costa Chica ,S/N,,,Col. San Antonio ,39940,Juan R. Escudero, Guerrero,Guerrero,,,17.1714559,-99.5222407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  37 ASCENCION,Calle,Calle San Carlos,S/N,,,,,,,Chihuahua,,,-24.8006897,-65.4251785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 7 CABO SAN LUCAS,Calle,Calle San Lucas,S/N,,,Col. Centro ,23450,Cabo San Lucas ,Baja California Sur,Baja California Sur,,,22.8905327,-109.9167371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  95 PONCITLAN,Calle,Calle Santa María ,210,,,Col. Centro ,45950,Poncitlan, Jalisco,Jalisco,,,20.3799003,-102.9242135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  32 ENSENADA,Calle,Calle Segunda,297,,,Col. Zona Centro ,22880,Ensenada, Baja California Norte,Baja California,,,31.8603745,-116.6161722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      44 TLACOTEPEC DE BENITO JUAREZ,Calle,Calle Sinaloa  ,"26 ,",,,"Col. Centro, ",75680,Tlacotepec de Juárez, Puebla,Puebla,,,18.6816256,-97.6483178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      14 NVA.APOLONIA,Calle,Calle Tamaulipas,S/N,,,,89995,,,Tamaulipas,,,27.468754,-99.5834995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      39 PASO OVEJAS,Calle,Calle Trópico ,S/N,,,Col. Ejidal ,91670,Paso de Ovejas Norte, Veracruz Norte, Veracruz Norte,,,19.2816532,-96.4420193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      54 APAXCO,Calle,Calle Venustiano Carranza ,21,,,Col. 3 de Mayo,,,, Edo. México Oriente,,,19.4224232,-99.0624416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       3 NOGALES,Calle,Calle Victoria,S/N,,,Col.  ,94720,Nogales Sur, Veracruz Sur, Veracruz Sur,,,18.8076251,-97.1870236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      12 YAUTEPEC,Calle,Calle Virginia Fábregas,S/N,,,Col. Centro,,,,Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  45 MAPIMI,Calle,Calle Zaragoza,S/N,,,,35200,Mapimí, Durango,Durango,,,25.833708,-103.8487392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 20 COYUCA,Calle,Calle Zaragoza esq. Altamirano ,No.6 ,,,,40700,Coyuca de Catalán, Guerrero,Guerrero,,,18.3240366,-100.696171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      13 MIACATLAN,Calejón,Callejón Palma,S/N,,,Centro,,,,Morelos,,,22.4086194,-99.6176365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       239 TEJUPILCO,Calejón,Callejón Tabla Grande,S/N,,,Col. Espíritu Santo ,54570,Santa Ana Jilotzingo, Edo. de Méx. Poniente, Edo. México Poniente,,,19.8705034,-99.0598732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      76 URUAPAN,Calzada,Calz. B. Juárez ,"153,",,,Col. Linda Vista ,,Uruapán,Michoacán,Michoacán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  1 GUADALAJARA,Calzada,Calz. Del Campesino,S/N,,,Col. Sector Juárez ,44100,Guadalajara, Jalisco,Jalisco,,,20.6607683,-103.3518989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      79 TLALPUJAHUA,Calzada,Calz. Del Carmen ,2,,,,61060,Tlalpujahua,Michoacán,Michoacán,,,19.80913,-100.1724009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
